11:26:00.91,,4
11:26:01.09,,4
11:26:11.12,,2
11:26:21.15,,2
11:26:31.18,,3
11:26:41.20,,3
11:26:51.23,,4
11:27:01.26,,4
11:27:11.29,,5
11:27:21.32,,5
11:27:31.35,,6
11:27:41.38,,6
11:27:51.41,,7
11:28:01.44,,8
11:28:11.47,,8
11:28:21.50,,8
11:28:31.52,,8
11:28:41.55,,8
11:28:41.55,,8
11:28:51.57,,8
11:29:01.61,,8
11:29:11.63,,8
11:29:21.66,,8
,,
,,
12:03:37.25,,4
12:03:41.86,,4
12:03:51.89,,2
12:04:01.92,,2
12:04:11.95,,3
12:04:21.97,,4
12:04:32.00,,2
12:04:42.02,,2
12:04:52.04,,2
12:05:02.07,,2
12:05:12.08,,2
12:05:22.11,,2
12:05:32.13,,2
12:05:36.86,,3
12:05:37.74,,4
12:05:38.58,,5
12:05:39.83,,6
12:05:41.34,,7
12:05:42.45,,7
12:05:52.18,,8
12:06:02.21,,8
12:06:12.23,,8
12:06:22.26,,8
12:06:32.28,,8
12:06:32.28,,8
12:06:42.31,,8
12:06:52.33,,8
12:07:02.36,,8
12:07:12.38,,8
